"latitude","longitude","room_type","reviews_per_month","review_performance","minimum_nights","neighbourhood","neighbourhood_group","calculated_host_listings_count","availability_365","price"
40.7149,-73.93983,"Private room",0.17,15,4,"Williamsburg","Brooklyn","1",365,135
40.82427,-73.94428,"Private room",0.91,85,5,"Harlem","Manhattan","1",242,58
40.78323,-73.98105,"Private room",2.61,283,3,"Upper West Side","Manhattan","1",207,95
40.76398,-73.9589,"Entire home/apt",1.27,135,1,"Upper East Side","Manhattan","1",247,125
40.67157,-73.9852,"Entire home/apt",0.61,62,7,"Park Slope","Brooklyn","1",365,147
40.80707,-73.94884,"Entire home/apt",1.62,97,3,"Harlem","Manhattan","1",286,300
40.74119,-73.99168,"Entire home/apt",0.06,4,14,"Flatiron District","Manhattan","1",5,350
40.66134,-73.98844,"Entire home/apt",0.34,31,2,"Sunset Park","Brooklyn","1",0,102
40.81388,-73.95105,"Private room",2.89,304,5,"Harlem","Manhattan","1",252,95
40.68388,-73.95019,"Private room",1.16,124,1,"Bedford-Stuyvesant","Brooklyn","15",345,65
40.74984,-73.99482,"Entire home/apt",1.51,156,3,"Chelsea","Manhattan","1",247,595
40.78815,-73.9737,"Shared room",0.29,15,3,"Upper West Side","Manhattan","1",363,165
40.68445,-73.93785,"Entire home/apt",3.17,225,3,"Bedford-Stuyvesant","Brooklyn","1",174,181
40.74331,-73.98351,"Private room",0.05,2,1,"Midtown","Manhattan","1",0,110
40.68201,-73.95012,"Private room",1.61,177,1,"Bedford-Stuyvesant","Brooklyn","15",313,65
40.68843,-73.96239,"Entire home/apt",1.82,168,2,"Clinton Hill","Brooklyn","1",314,155
40.68919,-73.95399,"Private room",0.03,0,30,"Bedford-Stuyvesant","Brooklyn","2",253,50
40.70518,-73.89133,"Entire home/apt",0.02,0,2,"Glendale","Queens","1",0,85
40.7084,-73.92642,"Private room",0.26,8,5,"Williamsburg","Brooklyn","1",66,120
40.69585,-73.9446,"Private room",0.03,1,1,"Bedford-Stuyvesant","Brooklyn","1",0,75
40.6824,-73.95039,"Private room",1.77,187,1,"Bedford-Stuyvesant","Brooklyn","15",318,55
40.70117,-73.99147,"Private room",0.05,2,1,"Brooklyn Heights","Brooklyn","1",0,200
40.70971,-73.95621,"Entire home/apt",0.15,7,7,"Williamsburg","Brooklyn","1",0,75
40.65641,-73.97937,"Entire home/apt",0.02,0,1,"Windsor Terrace","Brooklyn","3",129,150
40.81291,-73.90772,"Private room",2.02,218,2,"Mott Haven","Bronx","1",213,60
40.66886,-73.95412,"Entire home/apt",0.07,3,50,"Crown Heights","Brooklyn","1",312,150
40.71737,-73.96396,"Entire home/apt",1.08,114,1,"Williamsburg","Brooklyn","1",116,240
40.78747,-73.95276,"Private room",0.25,25,3,"East Harlem","Manhattan","1",0,150
40.70735,-74.00971,"Entire home/apt",0.29,22,5,"Financial District","Manhattan","1",179,269
40.70794,-73.96077,"Private room",0.37,9,2,"Williamsburg","Brooklyn","2",0,112
40.68013,-73.99397,"Entire home/apt",0.67,64,5,"Carroll Gardens","Brooklyn","1",0,250
40.70946,-74.01235,"Entire home/apt",0.37,32,3,"Financial District","Manhattan","1",22,350
40.7191,-73.98866,"Entire home/apt",0.92,60,3,"Lower East Side","Manhattan","1",85,80
40.71787,-73.95585,"Entire home/apt",1.59,170,2,"Williamsburg","Brooklyn","3",79,295
40.66812,-73.99022,"Private room",1,1,30,"South Slope","Brooklyn","2",39,160
40.71634,-73.99031,"Entire home/apt",0.05,1,2,"Chinatown","Manhattan","1",0,399
40.73104,-73.99957,"Entire home/apt",0.22,22,12,"Greenwich Village","Manhattan","1",35,150
40.68322,-73.95085,"Private room",1.95,208,1,"Bedford-Stuyvesant","Brooklyn","15",321,60
40.72948,-73.99957,"Entire home/apt",0.64,54,6,"Greenwich Village","Manhattan","1",188,219
40.7433,-73.99832,"Private room",1.47,156,4,"Chelsea","Manhattan","2",23,119
40.7132,-73.96798,"Entire home/apt",0.02,0,4,"Williamsburg","Brooklyn","1",0,190
40.79475,-73.976,"Private room",1.37,134,5,"Upper West Side","Manhattan","1",16,140
40.70894,-73.94135,"Private room",0.08,4,2,"Williamsburg","Brooklyn","1",364,125
40.73532,-74.00448,"Entire home/apt",0.39,24,4,"West Village","Manhattan","1",0,144
40.76788,-73.92334,"Entire home/apt",1.73,152,1,"Astoria","Queens","1",33,100
40.68846,-73.97567,"Private room",2.67,84,2,"Fort Greene","Brooklyn","2",288,115
40.73305,-74.00412,"Entire home/apt",0.28,13,7,"West Village","Manhattan","1",0,1899
40.84346,-73.94471,"Entire home/apt",0.14,12,29,"Washington Heights","Manhattan","1",205,110
40.73384,-74.00462,"Entire home/apt",0.7,54,14,"West Village","Manhattan","1",298,140
40.80777,-73.96703,"Entire home/apt",0.12,1,2,"Morningside Heights","Manhattan","1",3,94
40.75728,-73.97152,"Private room",0.91,51,1,"Midtown","Manhattan","1",14,50
40.70706,-73.95071,"Entire home/apt",1.06,100,4,"Williamsburg","Brooklyn","1",5,131
40.68809,-73.97578,"Private room",0.13,6,2,"Fort Greene","Brooklyn","2",334,175
40.64342,-73.97851,"Entire home/apt",0.06,3,3,"Kensington","Brooklyn","1",321,299
40.72098,-73.99869,"Entire home/apt",0.17,15,30,"SoHo","Manhattan","1",342,145
40.82612,-73.95216,"Entire home/apt",0.91,95,2,"Harlem","Manhattan","1",132,145
40.72805,-73.99871,"Entire home/apt",0.03,1,2,"Greenwich Village","Manhattan","1",0,175
40.73227,-73.98451,"Private room",0.07,5,5,"Gramercy","Manhattan","1",22,109
40.80274,-73.96459,"Private room",0.51,40,1,"Upper West Side","Manhattan","1",364,150
40.76248,-73.98597,"Entire home/apt",1.51,160,3,"Hell's Kitchen","Manhattan","2",351,399
40.67396,-73.96083,"Private room",0.06,2,25,"Crown Heights","Brooklyn","1",311,48
40.68799,-73.91677,"Private room",1,94,3,"Bushwick","Brooklyn","8",341,75
40.68371,-73.96461,"Private room",0.06,2,1,"Clinton Hill","Brooklyn","2",343,55
40.67782,-73.95386,"Private room",1.7,159,3,"Crown Heights","Brooklyn","4",255,75
40.72353,-73.99059,"Entire home/apt",0.18,16,30,"East Village","Manhattan","1",273,465
40.65833,-73.94819,"Entire home/apt",2.36,258,1,"Prospect-Lefferts Gardens","Brooklyn","1",213,151
40.71063,-73.96774,"Entire home/apt",0.08,6,3,"Williamsburg","Brooklyn","1",12,199
40.68325,-73.94975,"Private room",1.61,170,1,"Bedford-Stuyvesant","Brooklyn","15",236,45
40.68645,-73.96587,"Entire home/apt",0.33,34,3,"Clinton Hill","Brooklyn","1",365,160
40.65393,-73.95845,"Private room",2.38,257,1,"Flatbush","Brooklyn","5",360,36
40.77444,-73.95908,"Entire home/apt",0.2,14,2,"Upper East Side","Manhattan","1",345,235
40.6844,-73.9489,"Entire home/apt",0.07,3,4,"Bedford-Stuyvesant","Brooklyn","1",365,225
40.72188,-73.9816,"Entire home/apt",0.27,25,3,"East Village","Manhattan","1",0,300
40.69081,-73.95627,"Shared room",1.66,127,5,"Bedford-Stuyvesant","Brooklyn","4",0,35
40.76062,-73.9175,"Entire home/apt",0.61,62,70,"Astoria","Queens","1",198,80
40.74265,-73.89781,"Private room",0.93,88,2,"Woodside","Queens","1",353,79
40.85704,-73.93789,"Private room",0.1,6,1,"Washington Heights","Manhattan","2",334,82
40.85677,-73.93727,"Private room",0.07,3,1,"Washington Heights","Manhattan","2",311,82
40.67915,-73.97125,"Entire home/apt",0.09,2,3,"Prospect Heights","Brooklyn","4",189,215
40.71058,-73.96243,"Entire home/apt",0.2,19,3,"Williamsburg","Brooklyn","2",0,147
40.74019,-73.98115,"Entire home/apt",0.43,37,2,"Kips Bay","Manhattan","1",269,145
40.67475,-73.9465,"Private room",1.22,69,3,"Crown Heights","Brooklyn","1",157,65
40.66701,-73.98703,"Private room",0.33,34,3,"South Slope","Brooklyn","3",28,78
40.76592,-73.93428,"Entire home/apt",0.05,1,3,"Long Island City","Queens","1",0,120
40.65335,-73.96257,"Entire home/apt",0.28,11,3,"Flatbush","Brooklyn","2",327,120
40.71925,-73.99123,"Private room",2.87,127,1,"Lower East Side","Manhattan","1",86,95
40.71571,-73.95813,"Private room",1.63,166,1,"Williamsburg","Brooklyn","3",359,90
40.71276,-73.95022,"Entire home/apt",0.15,10,25,"Williamsburg","Brooklyn","1",168,95
40.70392,-73.93635,"Entire home/apt",0.58,57,7,"Williamsburg","Brooklyn","1",45,100
40.76417,-73.97704,"Entire home/apt",0.22,3,6,"Midtown","Manhattan","1",351,350
40.69811,-73.95557,"Entire home/apt",0.54,56,3,"Bedford-Stuyvesant","Brooklyn","1",261,188
40.72512,-73.73986,"Private room",0.07,7,1,"Queens Village","Queens","1",363,80
40.73896,-74.00522,"Entire home/apt",0.07,5,4,"West Village","Manhattan","1",0,175
40.6838,-73.99849,"Entire home/apt",0.08,5,7,"Carroll Gardens","Brooklyn","1",256,495
40.71833,-73.99826,"Entire home/apt",2.18,229,3,"Little Italy","Manhattan","1",159,250
40.71657,-73.9597,"Entire home/apt",0.04,1,7,"Williamsburg","Brooklyn","1",0,115
40.68243,-73.95167,"Private room",1.04,110,1,"Bedford-Stuyvesant","Brooklyn","15",285,55
40.74913,-73.99575,"Entire home/apt",0.35,35,39,"Chelsea","Manhattan","19",245,93
40.75032,-73.99676,"Entire home/apt",0.47,48,120,"Chelsea","Manhattan","19",316,93
40.73981,-74.0016,"Entire home/apt",0.49,52,3,"Chelsea","Manhattan","1",69,199
40.68608,-73.93478,"Private room",0.1,4,2,"Bedford-Stuyvesant","Brooklyn","1",0,70
40.76934,-73.9863,"Entire home/apt",0.04,2,30,"Upper West Side","Manhattan","52",282,125
40.77207,-73.95923,"Entire home/apt",0.2,14,7,"Upper East Side","Manhattan","1",24,169
40.70816,-73.93931,"Entire home/apt",0.53,31,2,"Williamsburg","Brooklyn","1",296,150
40.82343,-73.94507,"Private room",1.83,128,1,"Harlem","Manhattan","1",233,61
40.67275,-73.95144,"Private room",0.2,19,7,"Crown Heights","Brooklyn","2",221,40
40.71652,-73.94309,"Entire home/apt",0.72,73,3,"Williamsburg","Brooklyn","1",342,150
40.69774,-73.97076,"Private room",0.2,20,2,"Fort Greene","Brooklyn","1",275,65
40.80861,-73.94574,"Entire home/apt",1.73,183,3,"Harlem","Manhattan","3",248,190
40.71101,-73.95164,"Private room",0.8,15,2,"Williamsburg","Brooklyn","1",73,79
40.69376,-73.93776,"Entire home/apt",3.31,343,3,"Bedford-Stuyvesant","Brooklyn","1",259,225
40.80862,-73.94516,"Entire home/apt",2,209,3,"Harlem","Manhattan","3",258,185
40.67421,-73.9504,"Private room",0.11,10,2,"Crown Heights","Brooklyn","1",156,100
40.80887,-73.94756,"Private room",2.01,217,2,"Harlem","Manhattan","1",129,85
40.80998,-73.95898,"Private room",0.33,29,2,"Morningside Heights","Manhattan","1",29,75
40.71449,-73.95905,"Private room",0.32,2,3,"Williamsburg","Brooklyn","1",89,85
40.68208,-73.93115,"Entire home/apt",2.87,213,3,"Bedford-Stuyvesant","Brooklyn","1",249,98
40.64734,-73.97334,"Entire home/apt",0.02,0,30,"Kensington","Brooklyn","1",16,262
40.74318,-73.95108,"Entire home/apt",0.42,36,2,"Long Island City","Queens","1",278,145
40.76178,-73.96713,"Entire home/apt",0.11,9,2,"Upper East Side","Manhattan","1",365,280
40.72685,-73.97874,"Entire home/apt",0.18,16,5,"East Village","Manhattan","1",8,210
40.68842,-73.97781,"Entire home/apt",0.03,1,15,"Fort Greene","Brooklyn","1",0,70
40.67927,-73.94252,"Entire home/apt",2.24,241,3,"Bedford-Stuyvesant","Brooklyn","4",141,100
40.6842,-73.9177,"Private room",2.23,183,1,"Bedford-Stuyvesant","Brooklyn","1",336,59
40.72758,-73.97762,"Private room",4.51,209,1,"East Village","Manhattan","1",130,199
40.75639,-73.96558,"Entire home/apt",1.1,115,1,"Midtown","Manhattan","5",301,219
40.67738,-73.96509,"Private room",1.36,142,1,"Prospect Heights","Brooklyn","2",333,100
40.67274,-73.97339,"Entire home/apt",0.81,86,30,"Park Slope","Brooklyn","1",220,175
40.73432,-74.00306,"Private room",0.03,1,1,"West Village","Manhattan","2",364,220
40.68822,-73.8759,"Private room",1.25,135,28,"Cypress Hills","Brooklyn","4",325,40
40.66945,-73.98157,"Entire home/apt",0.38,35,2,"Park Slope","Brooklyn","1",255,140
40.72122,-73.99395,"Private room",0.23,23,1,"Nolita","Manhattan","2",308,105
40.71327,-73.93979,"Entire home/apt",0.08,8,10,"Williamsburg","Brooklyn","1",13,110
40.69074,-73.96619,"Entire home/apt",1.94,207,7,"Clinton Hill","Brooklyn","1",32,131
40.72411,-73.99865,"Entire home/apt",1.31,140,4,"SoHo","Manhattan","1",257,265
40.76175,-73.95012,"Private room",0.15,6,30,"Roosevelt Island","Manhattan","1",2,54
40.73268,-74.00314,"Entire home/apt",0.03,1,1,"West Village","Manhattan","2",364,800
40.64895,-73.94838,"Private room",3.41,366,1,"East Flatbush","Brooklyn","3",90,53
40.833,-73.93806,"Entire home/apt",0.07,3,3,"Washington Heights","Manhattan","1",365,99
40.7041,-73.92418,"Private room",0.56,37,5,"Bushwick","Brooklyn","1",187,65
40.72383,-73.9829,"Private room",1.25,132,3,"East Village","Manhattan","2",173,120
40.79801,-73.97045,"Entire home/apt",0.04,1,120,"Upper West Side","Manhattan","1",36,169
40.74572,-73.99637,"Entire home/apt",0.4,22,4,"Chelsea","Manhattan","1",280,180
40.68732,-73.93004,"Private room",1,2,7,"Bedford-Stuyvesant","Brooklyn","1",14,67
40.76723,-73.9551,"Private room",1.1,113,2,"Upper East Side","Manhattan","2",259,111
40.72466,-74.0042,"Private room",2,115,1,"SoHo","Manhattan","1",269,90
40.68298,-73.99171,"Entire home/apt",0.04,1,1,"Carroll Gardens","Brooklyn","1",0,259
40.76977,-73.98638,"Private room",4.67,343,3,"Upper West Side","Manhattan","2",38,89
40.72456,-73.94343,"Entire home/apt",0.11,9,30,"Greenpoint","Brooklyn","52",189,129
40.69731,-73.92417,"Private room",1.36,144,2,"Bushwick","Brooklyn","1",20,69
40.8469,-73.94522,"Private room",0.23,14,4,"Washington Heights","Manhattan","3",0,75
40.67071,-73.94752,"Entire home/apt",0.35,32,5,"Crown Heights","Brooklyn","1",220,250
40.68695,-73.92364,"Entire home/apt",3.22,337,1,"Bedford-Stuyvesant","Brooklyn","2",274,120
40.72756,-73.9423,"Entire home/apt",0.09,7,30,"Greenpoint","Brooklyn","52",249,129
40.6775,-73.96509,"Entire home/apt",0.47,47,28,"Prospect Heights","Brooklyn","1",315,199
40.68996,-73.97855,"Entire home/apt",1.19,122,3,"Fort Greene","Brooklyn","1",258,450
40.76893,-73.95967,"Entire home/apt",0.79,65,3,"Upper East Side","Manhattan","1",87,350
40.80684,-73.96404,"Entire home/apt",0.18,12,24,"Morningside Heights","Manhattan","1",218,160
40.72991,-73.95208,"Private room",0.21,8,4,"Greenpoint","Brooklyn","2",88,45
40.69243,-73.94547,"Private room",0.77,79,3,"Bedford-Stuyvesant","Brooklyn","5",316,70
40.72463,-73.98938,"Entire home/apt",5.68,470,1,"East Village","Manhattan","2",253,260
40.74342,-73.92635,"Entire home/apt",0.06,2,30,"Sunnyside","Queens","1",250,100
40.67611,-74.01635,"Entire home/apt",0.64,33,3,"Red Hook","Brooklyn","1",77,125
40.63947,-74.01888,"Entire home/apt",3.1,327,2,"Sunset Park","Brooklyn","2",287,195
40.69916,-73.92219,"Private room",0.43,42,5,"Bushwick","Brooklyn","1",297,58
40.82036,-73.95589,"Private room",0.16,3,5,"Harlem","Manhattan","1",0,75
40.72587,-74.00186,"Entire home/apt",0.95,96,4,"SoHo","Manhattan","1",21,200
40.69063,-73.94534,"Private room",0.52,47,2,"Bedford-Stuyvesant","Brooklyn","5",201,75
40.6918,-73.94673,"Private room",0.64,58,2,"Bedford-Stuyvesant","Brooklyn","5",47,95
40.70759,-73.92678,"Private room",2.63,199,2,"Williamsburg","Brooklyn","1",0,99
40.68444,-73.94201,"Private room",0.34,28,3,"Bedford-Stuyvesant","Brooklyn","1",257,275
40.69648,-73.98261,"Entire home/apt",0.44,14,2,"Downtown Brooklyn","Brooklyn","1",0,162
40.72347,-74.00488,"Entire home/apt",0.16,10,5,"SoHo","Manhattan","1",173,285
40.79813,-73.93132,"Entire home/apt",0.91,89,7,"East Harlem","Manhattan","2",184,120
40.8392,-73.94216,"Entire home/apt",1.07,100,1,"Washington Heights","Manhattan","2",314,120
40.73078,-74.00282,"Entire home/apt",2.1,205,2,"West Village","Manhattan","5",319,210
40.67317,-73.97676,"Private room",0.35,30,30,"Park Slope","Brooklyn","1",363,160
40.73721,-74.00973,"Entire home/apt",0.1,1,6,"West Village","Manhattan","2",0,110
40.74449,-73.95201,"Entire home/apt",0.06,3,1,"Long Island City","Queens","1",41,138
40.74036,-74.00138,"Private room",0.11,4,3,"Chelsea","Manhattan","1",0,90
40.65671,-73.9622,"Private room",0.45,29,30,"Prospect-Lefferts Gardens","Brooklyn","1",21,45
40.64674,-74.01043,"Entire home/apt",0.31,18,30,"Sunset Park","Brooklyn","1",161,80
40.6937,-73.93104,"Private room",0.58,60,7,"Bedford-Stuyvesant","Brooklyn","1",68,72
40.72418,-73.98283,"Private room",2.39,249,14,"East Village","Manhattan","1",14,95
40.68584,-73.9263,"Private room",0.56,18,5,"Bedford-Stuyvesant","Brooklyn","1",3,75
40.76781,-73.92684,"Entire home/apt",1.05,91,20,"Astoria","Queens","1",364,70
40.71385,-73.93861,"Entire home/apt",0.01,0,6,"Williamsburg","Brooklyn","1",0,160
40.63899,-73.95177,"Shared room",0.07,3,2,"Flatbush","Brooklyn","1",321,29
40.66453,-73.97912,"Entire home/apt",1.46,89,3,"South Slope","Brooklyn","1",213,175
40.72998,-73.99999,"Private room",0.12,9,3,"Greenwich Village","Manhattan","1",0,110
40.71362,-73.93561,"Entire home/apt",2.78,296,3,"Williamsburg","Brooklyn","1",272,175
40.768,-73.98695,"Private room",1.99,182,1,"Hell's Kitchen","Manhattan","2",245,99
40.86457,-73.92749,"Private room",0.15,5,2,"Inwood","Manhattan","1",36,100
40.68714,-73.95775,"Entire home/apt",0.06,2,5,"Bedford-Stuyvesant","Brooklyn","1",0,144
40.63427,-73.95248,"Entire home/apt",1.47,50,2,"Flatbush","Brooklyn","3",243,171
40.78622,-73.97586,"Entire home/apt",0.32,32,30,"Upper West Side","Manhattan","8",89,99
40.73556,-74.00903,"Entire home/apt",0.06,3,1,"West Village","Manhattan","1",0,270
40.71444,-73.98348,"Entire home/apt",3.19,327,3,"Lower East Side","Manhattan","1",24,160
40.82407,-73.94434,"Private room",0.86,58,7,"Harlem","Manhattan","1",64,65
40.68238,-73.93795,"Entire home/apt",2.89,308,3,"Bedford-Stuyvesant","Brooklyn","1",206,99
40.81623,-73.94907,"Entire home/apt",3.22,341,3,"Harlem","Manhattan","1",47,125
40.67427,-73.95042,"Entire home/apt",0.24,23,2,"Crown Heights","Brooklyn","2",41,300
40.76391,-73.99225,"Private room",5.4,292,1,"Hell's Kitchen","Manhattan","1",71,112
40.67947,-73.99709,"Entire home/apt",0.06,5,30,"Carroll Gardens","Brooklyn","1",321,100
40.70444,-73.92005,"Private room",0.89,93,2,"Bushwick","Brooklyn","2",87,60
40.7262,-73.97913,"Entire home/apt",0.03,1,10,"East Village","Manhattan","1",234,232
40.7223,-73.9821,"Entire home/apt",2.41,219,2,"East Village","Manhattan","1",16,140
40.72193,-73.99379,"Entire home/apt",0.03,1,1,"Nolita","Manhattan","1",365,5000
40.68665,-73.93293,"Entire home/apt",0.03,0,2,"Bedford-Stuyvesant","Brooklyn","1",0,168
40.69979,-73.92078,"Entire home/apt",0.29,27,4,"Bushwick","Brooklyn","1",98,95
40.8057,-73.95826,"Entire home/apt",0.05,1,2,"Morningside Heights","Manhattan","1",0,175
40.73458,-74.00492,"Entire home/apt",0.23,19,2,"West Village","Manhattan","1",3,220
40.80028,-73.9618,"Entire home/apt",1.84,149,32,"Upper West Side","Manhattan","1",211,178
40.67265,-73.9247,"Entire home/apt",0.97,85,2,"Crown Heights","Brooklyn","1",8,85
40.72638,-73.85852,"Private room",1.07,101,4,"Rego Park","Queens","1",5,35
40.72732,-73.94076,"Entire home/apt",0.08,7,30,"Greenpoint","Brooklyn","52",277,129
40.80759,-73.93839,"Private room",2.78,239,1,"East Harlem","Manhattan","10",363,55
40.64187,-73.9586,"Private room",0.72,44,4,"Flatbush","Brooklyn","3",68,69
40.6762,-73.96671,"Private room",0.33,14,3,"Prospect Heights","Brooklyn","2",187,68
40.67471,-73.94571,"Private room",1.25,134,2,"Crown Heights","Brooklyn","1",186,69
40.76582,-73.99468,"Entire home/apt",0.32,28,2,"Hell's Kitchen","Manhattan","1",365,300
40.80533,-73.94665,"Entire home/apt",4.54,227,1,"Harlem","Manhattan","3",248,175
40.6891,-73.7733,"Private room",2.64,280,1,"St. Albans","Queens","5",359,59
40.69045,-73.77467,"Private room",0.26,15,1,"St. Albans","Queens","5",359,59
40.76199,-73.98627,"Private room",0.47,46,2,"Theater District","Manhattan","2",340,169
40.70901,-73.95291,"Entire home/apt",0.02,0,2,"Williamsburg","Brooklyn","1",0,120
40.69301,-73.94551,"Entire home/apt",3.16,334,3,"Bedford-Stuyvesant","Brooklyn","1",244,155
40.71915,-73.94061,"Entire home/apt",1.28,78,2,"Williamsburg","Brooklyn","1",188,165
40.81384,-73.93973,"Private room",1.77,186,2,"Harlem","Manhattan","4",167,60
40.71867,-73.9557,"Entire home/apt",0.26,14,3,"Williamsburg","Brooklyn","2",0,190
40.73695,-74.00572,"Entire home/apt",0.13,3,5,"West Village","Manhattan","1",0,150
40.77864,-73.98437,"Entire home/apt",0.29,26,30,"Upper West Side","Manhattan","2",135,150
40.69077,-73.95745,"Entire home/apt",0.53,38,4,"Bedford-Stuyvesant","Brooklyn","1",10,120
40.74632,-73.94799,"Private room",0.36,23,1,"Long Island City","Queens","2",365,349
40.68872,-73.77373,"Private room",0.19,12,1,"St. Albans","Queens","5",359,59
40.76035,-73.98026,"Shared room",2.22,89,2,"Theater District","Manhattan","1",21,99
40.69054,-73.77306,"Private room",0.45,27,1,"St. Albans","Queens","5",359,59
40.71215,-73.95637,"Private room",0.32,32,3,"Williamsburg","Brooklyn","1",159,110
